forecast_id,location_id,city_name,latitude,longitude,timezone,forecast_time,forecast_date,forecast_hour,day_name,temperature,cloud_cover,wind_speed,wind_direction,solar_score,wind_score,recommendation
1,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 00:00:00,2026-06-08,0,Monday,25.0,17,4.7,171,83,11.75,Strong Solar Potential
2,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 01:00:00,2026-06-08,1,Monday,24.7,90,5.9,166,10,14.75,Low Renewable Potential
3,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 02:00:00,2026-06-08,2,Monday,24.5,62,6.5,161,38,16.25,Low Renewable Potential
4,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 03:00:00,2026-06-08,3,Monday,23.4,25,6.0,163,75,15.0,Strong Solar Potential
5,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 04:00:00,2026-06-08,4,Monday,23.4,3,1.0,135,97,2.5,Strong Solar Potential
6,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 05:00:00,2026-06-08,5,Monday,23.3,16,3.4,148,84,8.5,Strong Solar Potential
7,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 06:00:00,2026-06-08,6,Monday,22.9,87,5.0,150,13,12.5,Low Renewable Potential
8,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 07:00:00,2026-06-08,7,Monday,22.9,100,4.5,151,0,11.25,Low Renewable Potential
9,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 08:00:00,2026-06-08,8,Monday,23.2,100,8.4,149,0,21.0,Low Renewable Potential
10,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 09:00:00,2026-06-08,9,Monday,23.6,100,9.7,149,0,24.25,Low Renewable Potential
11,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 10:00:00,2026-06-08,10,Monday,23.4,100,8.2,157,0,20.5,Low Renewable Potential
12,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 11:00:00,2026-06-08,11,Monday,24.1,100,6.7,164,0,16.75,Low Renewable Potential
13,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 12:00:00,2026-06-08,12,Monday,24.5,100,8.7,175,0,21.75,Low Renewable Potential
14,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 13:00:00,2026-06-08,13,Monday,24.9,100,13.0,174,0,32.5,Low Renewable Potential
15,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 14:00:00,2026-06-08,14,Monday,25.6,100,10.9,188,0,27.25,Low Renewable Potential
16,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 15:00:00,2026-06-08,15,Monday,25.1,100,11.3,153,0,28.25,Low Renewable Potential
17,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 16:00:00,2026-06-08,16,Monday,24.9,100,9.3,164,0,23.25,Low Renewable Potential
18,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 17:00:00,2026-06-08,17,Monday,26.2,100,14.7,126,0,36.75,Low Renewable Potential
19,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 18:00:00,2026-06-08,18,Monday,26.6,12,12.9,144,88,32.25,Strong Solar Potential
20,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 19:00:00,2026-06-08,19,Monday,27.1,3,12.0,147,97,30.0,Strong Solar Potential
21,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 20:00:00,2026-06-08,20,Monday,26.2,5,10.4,146,95,26.0,Strong Solar Potential
22,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 21:00:00,2026-06-08,21,Monday,24.7,100,11.8,142,0,29.5,Low Renewable Potential
23,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 22:00:00,2026-06-08,22,Monday,24.0,100,11.5,160,0,28.75,Low Renewable Potential
24,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-08 23:00:00,2026-06-08,23,Monday,23.4,97,8.9,148,3,22.25,Low Renewable Potential
25,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 00:00:00,2026-06-09,0,Tuesday,23.0,38,8.2,157,62,20.5,Moderate Renewable Potential
26,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 01:00:00,2026-06-09,1,Tuesday,22.8,84,9.4,162,16,23.5,Low Renewable Potential
27,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 02:00:00,2026-06-09,2,Tuesday,23.0,100,11.4,167,0,28.5,Low Renewable Potential
28,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 03:00:00,2026-06-09,3,Tuesday,23.3,100,10.4,200,0,26.0,Low Renewable Potential
29,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 04:00:00,2026-06-09,4,Tuesday,22.8,100,10.9,186,0,27.25,Low Renewable Potential
30,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 05:00:00,2026-06-09,5,Tuesday,22.3,100,11.5,194,0,28.75,Low Renewable Potential
31,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 06:00:00,2026-06-09,6,Tuesday,22.3,100,11.0,199,0,27.5,Low Renewable Potential
32,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 07:00:00,2026-06-09,7,Tuesday,22.2,100,16.3,202,0,40.75,Low Renewable Potential
33,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 08:00:00,2026-06-09,8,Tuesday,22.8,100,15.7,217,0,39.25,Low Renewable Potential
34,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 09:00:00,2026-06-09,9,Tuesday,22.6,100,8.9,220,0,22.25,Low Renewable Potential
35,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 10:00:00,2026-06-09,10,Tuesday,23.7,100,14.6,196,0,36.5,Low Renewable Potential
36,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 11:00:00,2026-06-09,11,Tuesday,24.6,100,14.9,195,0,37.25,Low Renewable Potential
37,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 12:00:00,2026-06-09,12,Tuesday,25.5,100,14.9,195,0,37.25,Low Renewable Potential
38,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 13:00:00,2026-06-09,13,Tuesday,25.9,100,16.3,208,0,40.75,Low Renewable Potential
39,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 14:00:00,2026-06-09,14,Tuesday,28.0,100,14.5,222,0,36.25,Low Renewable Potential
40,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 15:00:00,2026-06-09,15,Tuesday,27.4,100,12.0,219,0,30.0,Low Renewable Potential
41,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 16:00:00,2026-06-09,16,Tuesday,28.1,100,14.8,209,0,37.0,Low Renewable Potential
42,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 17:00:00,2026-06-09,17,Tuesday,28.4,100,14.8,198,0,37.0,Low Renewable Potential
43,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 18:00:00,2026-06-09,18,Tuesday,28.0,100,13.0,186,0,32.5,Low Renewable Potential
44,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 19:00:00,2026-06-09,19,Tuesday,27.6,85,13.0,174,15,32.5,Low Renewable Potential
45,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 20:00:00,2026-06-09,20,Tuesday,25.8,92,11.6,210,8,29.0,Low Renewable Potential
46,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 21:00:00,2026-06-09,21,Tuesday,24.5,100,9.7,225,0,24.25,Low Renewable Potential
47,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 22:00:00,2026-06-09,22,Tuesday,23.7,100,9.6,214,0,24.0,Low Renewable Potential
48,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-09 23:00:00,2026-06-09,23,Tuesday,23.0,54,8.3,198,46,20.75,Moderate Renewable Potential
49,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 00:00:00,2026-06-10,0,Wednesday,22.4,100,7.9,204,0,19.75,Low Renewable Potential
50,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 01:00:00,2026-06-10,1,Wednesday,21.9,100,7.5,197,0,18.75,Low Renewable Potential
51,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 02:00:00,2026-06-10,2,Wednesday,21.6,65,6.5,180,35,16.25,Low Renewable Potential
52,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 03:00:00,2026-06-10,3,Wednesday,21.4,7,10.1,186,93,25.25,Strong Solar Potential
53,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 04:00:00,2026-06-10,4,Wednesday,21.5,23,11.0,191,77,27.5,Strong Solar Potential
54,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 05:00:00,2026-06-10,5,Wednesday,21.3,11,6.0,197,89,15.0,Strong Solar Potential
55,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 06:00:00,2026-06-10,6,Wednesday,21.4,100,10.9,189,0,27.25,Low Renewable Potential
56,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 07:00:00,2026-06-10,7,Wednesday,22.0,59,7.6,211,41,19.0,Low Renewable Potential
57,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 08:00:00,2026-06-10,8,Wednesday,23.5,29,11.7,225,71,29.25,Strong Solar Potential
58,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 09:00:00,2026-06-10,9,Wednesday,25.4,13,16.0,234,87,40.0,Strong Solar Potential
59,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 10:00:00,2026-06-10,10,Wednesday,26.9,100,16.6,240,0,41.5,Low Renewable Potential
60,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 11:00:00,2026-06-10,11,Wednesday,28.6,100,16.2,238,0,40.5,Low Renewable Potential
61,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 12:00:00,2026-06-10,12,Wednesday,29.9,100,18.8,239,0,47.0,Moderate Renewable Potential
62,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 13:00:00,2026-06-10,13,Wednesday,31.1,100,18.0,235,0,45.0,Moderate Renewable Potential
63,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 14:00:00,2026-06-10,14,Wednesday,31.8,95,17.2,231,5,43.0,Low Renewable Potential
64,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 15:00:00,2026-06-10,15,Wednesday,31.9,100,17.9,230,0,44.75,Low Renewable Potential
65,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 16:00:00,2026-06-10,16,Wednesday,31.8,100,18.6,229,0,46.5,Moderate Renewable Potential
66,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 17:00:00,2026-06-10,17,Wednesday,31.6,100,16.8,222,0,42.0,Low Renewable Potential
67,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 18:00:00,2026-06-10,18,Wednesday,31.3,38,16.5,216,62,41.25,Moderate Renewable Potential
68,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 19:00:00,2026-06-10,19,Wednesday,30.0,100,16.8,223,0,42.0,Low Renewable Potential
69,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 20:00:00,2026-06-10,20,Wednesday,28.7,100,14.3,223,0,35.75,Low Renewable Potential
70,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 21:00:00,2026-06-10,21,Wednesday,27.3,100,10.3,216,0,25.75,Low Renewable Potential
71,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 22:00:00,2026-06-10,22,Wednesday,26.2,100,7.4,209,0,18.5,Low Renewable Potential
72,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-10 23:00:00,2026-06-10,23,Wednesday,25.6,5,8.9,194,95,22.25,Strong Solar Potential
73,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 00:00:00,2026-06-11,0,Thursday,25.4,0,9.8,197,100,24.5,Strong Solar Potential
74,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 01:00:00,2026-06-11,1,Thursday,25.1,0,10.3,209,100,25.75,Strong Solar Potential
75,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 02:00:00,2026-06-11,2,Thursday,24.8,0,10.0,218,100,25.0,Strong Solar Potential
76,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 03:00:00,2026-06-11,3,Thursday,24.3,0,9.6,214,100,24.0,Strong Solar Potential
77,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 04:00:00,2026-06-11,4,Thursday,24.0,0,10.5,211,100,26.25,Strong Solar Potential
78,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 05:00:00,2026-06-11,5,Thursday,23.7,0,10.5,207,100,26.25,Strong Solar Potential
79,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 06:00:00,2026-06-11,6,Thursday,23.6,0,12.1,207,100,30.25,Strong Solar Potential
80,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 07:00:00,2026-06-11,7,Thursday,23.7,0,11.3,207,100,28.25,Strong Solar Potential
81,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 08:00:00,2026-06-11,8,Thursday,24.6,0,9.7,211,100,24.25,Strong Solar Potential
82,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 09:00:00,2026-06-11,9,Thursday,26.4,0,13.8,221,100,34.5,Strong Solar Potential
83,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 10:00:00,2026-06-11,10,Thursday,28.2,0,15.1,220,100,37.75,Strong Solar Potential
84,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 11:00:00,2026-06-11,11,Thursday,29.7,100,15.8,227,0,39.5,Low Renewable Potential
85,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 12:00:00,2026-06-11,12,Thursday,30.8,100,16.9,232,0,42.25,Low Renewable Potential
86,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 13:00:00,2026-06-11,13,Thursday,31.8,65,16.8,227,35,42.0,Low Renewable Potential
87,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 14:00:00,2026-06-11,14,Thursday,32.6,64,16.6,228,36,41.5,Low Renewable Potential
88,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 15:00:00,2026-06-11,15,Thursday,33.1,18,17.6,229,82,44.0,Strong Solar Potential
89,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 16:00:00,2026-06-11,16,Thursday,33.2,93,17.1,228,7,42.75,Low Renewable Potential
90,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 17:00:00,2026-06-11,17,Thursday,33.2,22,16.5,226,78,41.25,Strong Solar Potential
91,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 18:00:00,2026-06-11,18,Thursday,32.7,12,15.3,227,88,38.25,Strong Solar Potential
92,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 19:00:00,2026-06-11,19,Thursday,31.5,64,15.5,222,36,38.75,Low Renewable Potential
93,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 20:00:00,2026-06-11,20,Thursday,30.1,55,13.3,221,45,33.25,Moderate Renewable Potential
94,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 21:00:00,2026-06-11,21,Thursday,28.4,100,11.0,221,0,27.5,Low Renewable Potential
95,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 22:00:00,2026-06-11,22,Thursday,27.5,88,10.7,213,12,26.75,Low Renewable Potential
96,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-11 23:00:00,2026-06-11,23,Thursday,27.1,8,11.8,207,92,29.5,Strong Solar Potential
97,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 00:00:00,2026-06-12,0,Friday,27.3,0,13.9,217,100,34.75,Strong Solar Potential
98,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 01:00:00,2026-06-12,1,Friday,26.5,0,13.8,223,100,34.5,Strong Solar Potential
99,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 02:00:00,2026-06-12,2,Friday,26.0,0,13.7,225,100,34.25,Strong Solar Potential
100,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 03:00:00,2026-06-12,3,Friday,25.6,100,12.8,218,0,32.0,Low Renewable Potential
101,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 04:00:00,2026-06-12,4,Friday,25.0,77,12.4,216,23,31.0,Low Renewable Potential
102,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 05:00:00,2026-06-12,5,Friday,23.4,5,13.9,217,95,34.75,Strong Solar Potential
103,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 06:00:00,2026-06-12,6,Friday,22.6,100,11.6,216,0,29.0,Low Renewable Potential
104,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 07:00:00,2026-06-12,7,Friday,22.4,100,11.2,222,0,28.0,Low Renewable Potential
105,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 08:00:00,2026-06-12,8,Friday,23.0,100,9.2,244,0,23.0,Low Renewable Potential
106,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 09:00:00,2026-06-12,9,Friday,23.9,100,8.5,216,0,21.25,Low Renewable Potential
107,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 10:00:00,2026-06-12,10,Friday,25.3,100,11.6,216,0,29.0,Low Renewable Potential
108,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 11:00:00,2026-06-12,11,Friday,27.5,100,10.3,234,0,25.75,Low Renewable Potential
109,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 12:00:00,2026-06-12,12,Friday,29.9,100,12.3,249,0,30.75,Low Renewable Potential
110,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 13:00:00,2026-06-12,13,Friday,30.9,100,13.2,259,0,33.0,Low Renewable Potential
111,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 14:00:00,2026-06-12,14,Friday,28.8,38,15.1,271,62,37.75,Moderate Renewable Potential
112,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 15:00:00,2026-06-12,15,Friday,28.4,100,12.4,260,0,31.0,Low Renewable Potential
113,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 16:00:00,2026-06-12,16,Friday,28.0,13,14.1,302,87,35.25,Strong Solar Potential
114,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 17:00:00,2026-06-12,17,Friday,27.9,23,11.7,315,77,29.25,Strong Solar Potential
115,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 18:00:00,2026-06-12,18,Friday,28.4,17,11.7,342,83,29.25,Strong Solar Potential
116,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 19:00:00,2026-06-12,19,Friday,27.9,75,10.8,345,25,27.0,Low Renewable Potential
117,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 20:00:00,2026-06-12,20,Friday,26.9,49,11.4,332,51,28.5,Moderate Renewable Potential
118,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 21:00:00,2026-06-12,21,Friday,25.1,40,10.4,346,60,26.0,Moderate Renewable Potential
119,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 22:00:00,2026-06-12,22,Friday,23.7,23,9.5,351,77,23.75,Strong Solar Potential
120,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-12 23:00:00,2026-06-12,23,Friday,22.7,23,10.0,347,77,25.0,Strong Solar Potential
121,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 00:00:00,2026-06-13,0,Saturday,22.0,100,10.8,356,0,27.0,Low Renewable Potential
122,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 01:00:00,2026-06-13,1,Saturday,21.0,100,7.3,11,0,18.25,Low Renewable Potential
123,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 02:00:00,2026-06-13,2,Saturday,20.3,100,7.8,13,0,19.5,Low Renewable Potential
124,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 03:00:00,2026-06-13,3,Saturday,19.9,100,7.2,27,0,18.0,Low Renewable Potential
125,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 04:00:00,2026-06-13,4,Saturday,19.6,100,6.9,28,0,17.25,Low Renewable Potential
126,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 05:00:00,2026-06-13,5,Saturday,19.0,100,7.9,24,0,19.75,Low Renewable Potential
127,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 06:00:00,2026-06-13,6,Saturday,18.4,100,7.2,37,0,18.0,Low Renewable Potential
128,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 07:00:00,2026-06-13,7,Saturday,18.2,5,6.5,34,95,16.25,Strong Solar Potential
129,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 08:00:00,2026-06-13,8,Saturday,20.0,11,7.2,63,89,18.0,Strong Solar Potential
