forecast_id,location_id,city_name,latitude,longitude,timezone,forecast_time,forecast_date,forecast_hour,day_name,temperature,cloud_cover,wind_speed,wind_direction,solar_score,wind_score,recommendation
130,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 09:00:00,2026-06-13,9,Saturday,22.0,10,7.1,75,90,17.75,Strong Solar Potential
131,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 10:00:00,2026-06-13,10,Saturday,23.8,7,7.2,84,93,18.0,Strong Solar Potential
132,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 11:00:00,2026-06-13,11,Saturday,25.4,5,7.6,93,95,19.0,Strong Solar Potential
133,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 12:00:00,2026-06-13,12,Saturday,26.9,0,6.8,90,100,17.0,Strong Solar Potential
134,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 13:00:00,2026-06-13,13,Saturday,28.2,0,7.7,101,100,19.25,Strong Solar Potential
135,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 14:00:00,2026-06-13,14,Saturday,29.4,0,7.1,105,100,17.75,Strong Solar Potential
136,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 15:00:00,2026-06-13,15,Saturday,30.0,14,6.8,93,86,17.0,Strong Solar Potential
137,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 16:00:00,2026-06-13,16,Saturday,30.4,35,6.7,74,65,16.75,Moderate Renewable Potential
138,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 17:00:00,2026-06-13,17,Saturday,30.2,50,7.4,61,50,18.5,Moderate Renewable Potential
139,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 18:00:00,2026-06-13,18,Saturday,29.2,53,7.7,53,47,19.25,Moderate Renewable Potential
140,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 19:00:00,2026-06-13,19,Saturday,27.7,50,7.7,49,50,19.25,Moderate Renewable Potential
141,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 20:00:00,2026-06-13,20,Saturday,26.4,52,7.4,47,48,18.5,Moderate Renewable Potential
142,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 21:00:00,2026-06-13,21,Saturday,25.5,66,5.9,52,34,14.75,Low Renewable Potential
143,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 22:00:00,2026-06-13,22,Saturday,24.9,86,3.9,68,14,9.75,Low Renewable Potential
144,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-13 23:00:00,2026-06-13,23,Saturday,24.3,100,2.5,82,0,6.25,Low Renewable Potential
145,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 00:00:00,2026-06-14,0,Sunday,23.7,100,2.0,45,0,5.0,Low Renewable Potential
146,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 01:00:00,2026-06-14,1,Sunday,23.2,100,3.3,13,0,8.25,Low Renewable Potential
147,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 02:00:00,2026-06-14,2,Sunday,22.8,100,5.1,4,0,12.75,Low Renewable Potential
148,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 03:00:00,2026-06-14,3,Sunday,22.4,100,5.9,11,0,14.75,Low Renewable Potential
149,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 04:00:00,2026-06-14,4,Sunday,22.2,100,6.4,16,0,16.0,Low Renewable Potential
150,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 05:00:00,2026-06-14,5,Sunday,22.0,100,6.6,22,0,16.5,Low Renewable Potential
151,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 06:00:00,2026-06-14,6,Sunday,21.9,100,6.0,17,0,15.0,Low Renewable Potential
152,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 07:00:00,2026-06-14,7,Sunday,21.9,100,5.4,8,0,13.5,Low Renewable Potential
153,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 08:00:00,2026-06-14,8,Sunday,22.0,100,5.4,4,0,13.5,Low Renewable Potential
154,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 09:00:00,2026-06-14,9,Sunday,22.0,100,6.3,13,0,15.75,Low Renewable Potential
155,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 10:00:00,2026-06-14,10,Sunday,22.0,100,7.7,28,0,19.25,Low Renewable Potential
156,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 11:00:00,2026-06-14,11,Sunday,22.5,100,8.9,32,0,22.25,Low Renewable Potential
157,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 12:00:00,2026-06-14,12,Sunday,23.7,100,8.2,29,0,20.5,Low Renewable Potential
158,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 13:00:00,2026-06-14,13,Sunday,25.3,100,7.3,20,0,18.25,Low Renewable Potential
159,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 14:00:00,2026-06-14,14,Sunday,26.4,100,6.3,13,0,15.75,Low Renewable Potential
160,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 15:00:00,2026-06-14,15,Sunday,26.5,100,5.8,7,0,14.5,Low Renewable Potential
161,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 16:00:00,2026-06-14,16,Sunday,26.1,100,5.4,4,0,13.5,Low Renewable Potential
162,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 17:00:00,2026-06-14,17,Sunday,25.7,100,4.7,360,0,11.75,Low Renewable Potential
163,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 18:00:00,2026-06-14,18,Sunday,25.3,100,2.7,337,0,6.75,Low Renewable Potential
164,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 19:00:00,2026-06-14,19,Sunday,24.8,100,1.8,259,0,4.5,Low Renewable Potential
165,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 20:00:00,2026-06-14,20,Sunday,24.4,100,3.1,234,0,7.75,Low Renewable Potential
166,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 21:00:00,2026-06-14,21,Sunday,23.9,100,2.9,240,0,7.25,Low Renewable Potential
167,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 22:00:00,2026-06-14,22,Sunday,23.4,100,2.2,279,0,5.5,Low Renewable Potential
168,1,Louisville,38.2527,-85.7585,America/New_York,2026-06-14 23:00:00,2026-06-14,23,Sunday,22.9,100,2.1,329,0,5.25,Low Renewable Potential
169,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 00:00:00,2026-06-08,0,Monday,22.1,66,5.9,128,34,14.75,Low Renewable Potential
170,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 01:00:00,2026-06-08,1,Monday,21.8,33,8.0,153,67,20.0,Moderate Renewable Potential
171,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 02:00:00,2026-06-08,2,Monday,20.9,10,7.3,169,90,18.25,Strong Solar Potential
172,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 03:00:00,2026-06-08,3,Monday,20.9,3,7.3,171,97,18.25,Strong Solar Potential
173,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 04:00:00,2026-06-08,4,Monday,20.6,3,6.2,170,97,15.5,Strong Solar Potential
174,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 05:00:00,2026-06-08,5,Monday,20.6,35,5.8,150,65,14.5,Moderate Renewable Potential
175,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 06:00:00,2026-06-08,6,Monday,20.4,15,6.2,170,85,15.5,Strong Solar Potential
176,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 07:00:00,2026-06-08,7,Monday,20.9,100,7.1,156,0,17.75,Low Renewable Potential
177,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 08:00:00,2026-06-08,8,Monday,22.0,99,8.7,156,1,21.75,Low Renewable Potential
178,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 09:00:00,2026-06-08,9,Monday,23.2,99,9.2,169,1,23.0,Low Renewable Potential
179,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 10:00:00,2026-06-08,10,Monday,24.4,99,8.9,159,1,22.25,Low Renewable Potential
180,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 11:00:00,2026-06-08,11,Monday,25.4,69,10.5,172,31,26.25,Low Renewable Potential
181,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 12:00:00,2026-06-08,12,Monday,26.2,100,11.9,177,0,29.75,Low Renewable Potential
182,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 13:00:00,2026-06-08,13,Monday,26.1,100,15.5,183,0,38.75,Low Renewable Potential
183,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 14:00:00,2026-06-08,14,Monday,25.5,100,12.1,192,0,30.25,Low Renewable Potential
184,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 15:00:00,2026-06-08,15,Monday,25.0,100,11.4,191,0,28.5,Low Renewable Potential
185,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 16:00:00,2026-06-08,16,Monday,22.5,100,9.5,171,0,23.75,Low Renewable Potential
186,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 17:00:00,2026-06-08,17,Monday,22.7,99,14.0,157,1,35.0,Low Renewable Potential
187,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 18:00:00,2026-06-08,18,Monday,22.9,100,11.3,158,0,28.25,Low Renewable Potential
188,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 19:00:00,2026-06-08,19,Monday,23.2,72,11.7,133,28,29.25,Low Renewable Potential
189,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 20:00:00,2026-06-08,20,Monday,23.0,100,13.1,159,0,32.75,Low Renewable Potential
190,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 21:00:00,2026-06-08,21,Monday,22.2,71,11.9,155,29,29.75,Low Renewable Potential
191,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 22:00:00,2026-06-08,22,Monday,21.7,83,10.2,162,17,25.5,Low Renewable Potential
192,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-08 23:00:00,2026-06-08,23,Monday,21.3,100,10.2,162,0,25.5,Low Renewable Potential
193,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 00:00:00,2026-06-09,0,Tuesday,21.4,93,12.6,167,7,31.5,Low Renewable Potential
194,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 01:00:00,2026-06-09,1,Tuesday,21.5,100,11.9,175,0,29.75,Low Renewable Potential
195,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 02:00:00,2026-06-09,2,Tuesday,21.4,100,12.3,165,0,30.75,Low Renewable Potential
196,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 03:00:00,2026-06-09,3,Tuesday,21.3,93,12.4,163,7,31.0,Low Renewable Potential
197,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 04:00:00,2026-06-09,4,Tuesday,21.2,100,13.6,169,0,34.0,Low Renewable Potential
198,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 05:00:00,2026-06-09,5,Tuesday,21.4,100,14.4,180,0,36.0,Low Renewable Potential
199,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 06:00:00,2026-06-09,6,Tuesday,21.5,100,13.0,182,0,32.5,Low Renewable Potential
200,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 07:00:00,2026-06-09,7,Tuesday,21.5,100,10.4,200,0,26.0,Low Renewable Potential
201,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 08:00:00,2026-06-09,8,Tuesday,21.8,100,13.4,207,0,33.5,Low Renewable Potential
202,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 09:00:00,2026-06-09,9,Tuesday,21.2,100,16.3,215,0,40.75,Low Renewable Potential
203,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 10:00:00,2026-06-09,10,Tuesday,21.5,100,16.3,194,0,40.75,Low Renewable Potential
204,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 11:00:00,2026-06-09,11,Tuesday,22.5,100,16.7,205,0,41.75,Low Renewable Potential
205,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 12:00:00,2026-06-09,12,Tuesday,24.1,100,14.9,195,0,37.25,Low Renewable Potential
206,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 13:00:00,2026-06-09,13,Tuesday,25.6,95,17.7,218,5,44.25,Low Renewable Potential
207,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 14:00:00,2026-06-09,14,Tuesday,23.0,100,12.3,201,0,30.75,Low Renewable Potential
208,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 15:00:00,2026-06-09,15,Tuesday,25.1,100,15.6,206,0,39.0,Low Renewable Potential
209,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 16:00:00,2026-06-09,16,Tuesday,25.9,100,22.2,223,0,55.5,Moderate Renewable Potential
210,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 17:00:00,2026-06-09,17,Tuesday,26.1,100,15.3,219,0,38.25,Low Renewable Potential
211,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 18:00:00,2026-06-09,18,Tuesday,25.8,100,17.6,211,0,44.0,Low Renewable Potential
212,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 19:00:00,2026-06-09,19,Tuesday,25.1,100,16.5,216,0,41.25,Low Renewable Potential
213,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 20:00:00,2026-06-09,20,Tuesday,24.1,100,12.5,221,0,31.25,Low Renewable Potential
214,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 21:00:00,2026-06-09,21,Tuesday,22.7,100,6.3,193,0,15.75,Low Renewable Potential
215,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 22:00:00,2026-06-09,22,Tuesday,22.0,79,13.0,214,21,32.5,Low Renewable Potential
216,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-09 23:00:00,2026-06-09,23,Tuesday,21.4,100,10.7,222,0,26.75,Low Renewable Potential
217,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 00:00:00,2026-06-10,0,Wednesday,21.2,97,11.0,238,3,27.5,Low Renewable Potential
218,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 01:00:00,2026-06-10,1,Wednesday,20.8,52,10.9,226,48,27.25,Moderate Renewable Potential
219,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 02:00:00,2026-06-10,2,Wednesday,20.5,99,11.5,226,1,28.75,Low Renewable Potential
220,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 03:00:00,2026-06-10,3,Wednesday,20.2,100,11.2,225,0,28.0,Low Renewable Potential
221,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 04:00:00,2026-06-10,4,Wednesday,20.2,97,16.6,207,3,41.5,Low Renewable Potential
222,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 05:00:00,2026-06-10,5,Wednesday,20.3,100,12.7,209,0,31.75,Low Renewable Potential
223,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 06:00:00,2026-06-10,6,Wednesday,20.5,65,11.1,209,35,27.75,Low Renewable Potential
224,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 07:00:00,2026-06-10,7,Wednesday,20.8,81,15.6,218,19,39.0,Low Renewable Potential
225,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 08:00:00,2026-06-10,8,Wednesday,21.9,53,16.1,220,47,40.25,Moderate Renewable Potential
226,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 09:00:00,2026-06-10,9,Wednesday,23.5,57,16.5,247,43,41.25,Low Renewable Potential
227,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 10:00:00,2026-06-10,10,Wednesday,25.2,17,18.0,250,83,45.0,Strong Solar Potential
228,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 11:00:00,2026-06-10,11,Wednesday,26.7,44,15.1,242,56,37.75,Moderate Renewable Potential
229,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 12:00:00,2026-06-10,12,Wednesday,27.6,42,16.9,239,58,42.25,Moderate Renewable Potential
230,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 13:00:00,2026-06-10,13,Wednesday,28.2,65,17.8,234,35,44.5,Low Renewable Potential
231,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 14:00:00,2026-06-10,14,Wednesday,28.5,84,19.6,229,16,49.0,Moderate Renewable Potential
232,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 15:00:00,2026-06-10,15,Wednesday,28.7,100,21.6,226,0,54.0,Moderate Renewable Potential
233,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 16:00:00,2026-06-10,16,Wednesday,29.0,100,23.7,229,0,59.25,Moderate Renewable Potential
234,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 17:00:00,2026-06-10,17,Wednesday,29.2,100,22.8,239,0,57.0,Moderate Renewable Potential
235,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 18:00:00,2026-06-10,18,Wednesday,28.8,100,21.7,238,0,54.25,Moderate Renewable Potential
236,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 19:00:00,2026-06-10,19,Wednesday,27.6,100,20.7,235,0,51.75,Moderate Renewable Potential
237,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 20:00:00,2026-06-10,20,Wednesday,26.4,100,18.0,233,0,45.0,Moderate Renewable Potential
238,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 21:00:00,2026-06-10,21,Wednesday,24.4,39,12.7,225,61,31.75,Moderate Renewable Potential
239,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 22:00:00,2026-06-10,22,Wednesday,23.8,100,12.5,221,0,31.25,Low Renewable Potential
240,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-10 23:00:00,2026-06-10,23,Wednesday,23.3,78,12.8,212,22,32.0,Low Renewable Potential
241,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 00:00:00,2026-06-11,0,Thursday,22.7,54,13.2,209,46,33.0,Moderate Renewable Potential
242,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 01:00:00,2026-06-11,1,Thursday,22.1,54,12.3,212,46,30.75,Moderate Renewable Potential
243,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 02:00:00,2026-06-11,2,Thursday,21.8,0,12.8,218,100,32.0,Strong Solar Potential
244,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 03:00:00,2026-06-11,3,Thursday,21.7,0,14.2,216,100,35.5,Strong Solar Potential
245,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 04:00:00,2026-06-11,4,Thursday,21.5,0,14.3,214,100,35.75,Strong Solar Potential
246,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 05:00:00,2026-06-11,5,Thursday,21.3,0,15.2,211,100,38.0,Strong Solar Potential
247,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 06:00:00,2026-06-11,6,Thursday,21.0,0,14.1,212,100,35.25,Strong Solar Potential
248,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 07:00:00,2026-06-11,7,Thursday,21.1,0,13.0,214,100,32.5,Strong Solar Potential
249,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 08:00:00,2026-06-11,8,Thursday,22.9,0,14.3,208,100,35.75,Strong Solar Potential
250,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 09:00:00,2026-06-11,9,Thursday,24.8,0,17.6,226,100,44.0,Strong Solar Potential
251,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 10:00:00,2026-06-11,10,Thursday,26.4,0,19.8,233,100,49.5,Strong Solar Potential
252,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 11:00:00,2026-06-11,11,Thursday,27.8,0,20.3,240,100,50.75,Strong Solar Potential
253,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 12:00:00,2026-06-11,12,Thursday,28.9,0,21.7,241,100,54.25,Strong Solar Potential
254,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 13:00:00,2026-06-11,13,Thursday,29.6,0,22.5,243,100,56.25,Strong Solar Potential
255,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 14:00:00,2026-06-11,14,Thursday,30.2,0,22.1,240,100,55.25,Strong Solar Potential
256,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 15:00:00,2026-06-11,15,Thursday,30.5,61,22.2,238,39,55.5,Moderate Renewable Potential
257,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 16:00:00,2026-06-11,16,Thursday,30.6,71,22.0,238,29,55.0,Moderate Renewable Potential
258,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 17:00:00,2026-06-11,17,Thursday,30.5,25,19.3,233,75,48.25,Strong Solar Potential
259,2,Lexington,38.0406,-84.5037,America/New_York,2026-06-11 18:00:00,2026-06-11,18,Thursday,30.1,17,16.9,230,83,42.25,Strong Solar Potential
